id_solicitacao,data_solicitacao,idade,renda_mensal,anos_emprego,score_credito,valor_emprestimo,taxa_juros_anual,prazo_meses,finalidade,regiao,situacao_moradia,divida_existente,contas_abertas,atrasos_12m,aprovado,inadimplente
215,2024-03-26,38.0,11895.36,3,714.0,26731.01,32.96,36,Saúde,Sudeste,Outros,11518.93,8,2,1,0
216,2023-02-05,47.0,,3,538.0,20819.4,15.68,36,Automóvel,Sudeste,Própria,33626.84,8,1,0,0
217,2023-10-02,28.0,15390.58,6,648.0,20606.09,25.65,60,Consolidação de dívidas,Sudeste,Própria,43342.59,7,1,1,0
218,2024-11-22,28.0,15582.97,4,615.0,29444.69,23.7,36,Automóvel,Sudeste,Hipotecada,4345.6,5,2,1,0
219,2023-11-19,42.0,36220.01,0,659.0,20936.31,17.36,48,Educação,Sudeste,Hipotecada,39139.36,4,2,1,0
220,2023-04-05,27.0,9537.06,0,505.0,48656.97,7.12,36,Viagem,Sul,Alugada,29941.19,6,0,0,0
221,2024-08-12,33.0,5981.13,1,561.0,17933.11,15.6,48,Reforma,Nordeste,Própria,4179.94,10,1,0,0
222,2023-04-15,49.0,7408.72,2,681.0,17115.71,17.33,36,Cartão de crédito,Sudeste,Própria,0.0,7,0,1,0
223,2024-11-11,28.0,29602.43,1,640.0,17730.72,23.73,48,Reforma,Sudeste,Própria,20021.19,7,1,1,0
224,2024-01-20,49.0,10679.76,5,755.0,29654.47,19.67,60,Saúde,Sul,Hipotecada,15696.7,10,1,1,0
225,2022-02-07,32.0,26420.95,1,691.0,29406.53,18.2,36,Educação,Sudeste,Própria,43768.44,8,1,1,0
226,2022-08-18,25.0,13401.59,6,582.0,19773.85,22.94,60,Cartão de crédito,Sul,Alugada,17953.32,7,0,1,0
227,2023-07-17,41.0,8206.3,7,700.0,26710.21,22.65,36,Educação,Sul,Outros,15244.89,9,1,1,0
228,2023-03-14,36.0,36339.44,0,769.0,33168.03,23.82,60,Educação,Sudeste,Hipotecada,17041.47,9,2,1,0
229,2022-01-27,36.0,25819.58,5,644.0,37406.08,12.89,36,Educação,Norte,Alugada,20768.41,7,0,1,0
230,2022-08-14,29.0,12212.82,16,678.0,25237.57,23.82,60,Reforma,Sudeste,Própria,30027.18,6,1,1,0
231,2024-03-08,36.0,21991.23,1,707.0,17436.88,25.81,36,Saúde,Nordeste,Própria,44183.38,5,1,1,0
232,2022-10-11,,14207.58,12,638.0,17449.99,34.03,48,Saúde,Sudeste,Própria,2802.94,0,1,1,0
233,2024-05-28,37.0,16627.18,4,501.0,31088.66,20.98,60,Consolidação de dívidas,Sudeste,Alugada,32135.11,4,2,0,0
234,2024-08-17,47.0,32246.37,4,688.0,40082.08,24.54,60,Viagem,Sudeste,Alugada,913.5,7,0,1,0
235,2023-03-29,20.0,6249.04,0,705.0,29228.66,20.76,36,Consolidação de dívidas,Sul,Alugada,43822.71,7,0,1,0
236,2024-10-16,32.0,11166.58,6,752.0,21749.92,21.8,36,Consolidação de dívidas,Sudeste,Própria,0.0,6,0,1,0
237,2024-03-26,28.0,13556.28,3,572.0,19665.78,24.55,48,Reforma,Nordeste,Hipotecada,47032.59,11,2,0,1
238,2023-10-21,22.0,15791.81,6,576.0,41925.71,8.29,48,Automóvel,Sudeste,Alugada,41983.02,7,1,0,1
239,2023-07-01,18.0,400451.1,8,601.0,13696.21,19.77,36,Cartão de crédito,Centro-Oeste,Alugada,10876.91,11,0,1,0
240,2024-12-08,25.0,21130.33,3,638.0,20712.35,19.96,48,Viagem,Sudeste,Própria,15385.12,2,2,1,1
241,2022-01-17,33.0,,1,,59396.42,14.36,24,Cartão de crédito,Nordeste,Alugada,0.0,4,1,1,0
242,2022-06-07,,7151.65,0,571.0,51184.49,8.79,48,Reforma,Sul,Própria,0.0,4,1,0,0
243,2023-04-22,22.0,11785.29,0,716.0,30034.5,15.22,36,Educação,Nordeste,Hipotecada,19609.44,11,1,1,0
244,2024-12-05,38.0,34466.78,10,712.0,20592.33,19.9,24,Educação,Sudeste,Alugada,28446.25,9,1,1,0
245,2023-06-02,37.0,47611.07,0,714.0,23404.79,16.73,24,Saúde,Sudeste,Própria,43720.71,11,0,1,0
246,2022-04-09,,17056.06,2,628.0,28211.45,19.7,48,Reforma,Sul,Outros,19925.97,8,2,1,0
247,2024-11-26,41.0,11859.7,2,493.0,85756.02,12.41,24,Automóvel,Sudeste,Própria,22571.53,7,0,0,0
248,2022-10-07,,,10,762.0,47257.21,18.92,48,Automóvel,Sudeste,Alugada,2372.49,3,0,1,0
249,2023-05-12,42.0,,3,608.0,43940.62,20.06,60,Cartão de crédito,Nordeste,Própria,22354.59,5,0,1,0
250,2022-10-29,27.0,27811.35,28,700.0,24701.47,10.43,36,Consolidação de dívidas,Sul,Própria,26745.78,5,0,1,0
251,2022-06-30,,7265.74,6,658.0,20476.5,9.79,48,Cartão de crédito,Nordeste,Própria,35573.39,7,0,1,0
252,2023-08-30,46.0,24275.73,9,729.0,24143.2,22.8,48,Consolidação de dívidas,Centro-Oeste,Própria,24154.08,6,0,1,1
253,2023-12-01,,6546.14,0,646.0,46516.57,18.79,36,Consolidação de dívidas,Sudeste,Alugada,41904.03,11,1,1,0
254,2024-09-19,29.0,10504.43,1,654.0,65796.33,11.89,48,Educação,Nordeste,Alugada,25384.52,6,0,1,0
255,2022-07-10,,13342.56,0,662.0,16827.34,15.51,48,Consolidação de dívidas,Centro-Oeste,Hipotecada,22566.12,13,2,1,0
256,2022-09-10,38.0,,3,679.0,7606.72,20.84,60,Educação,Sudeste,Alugada,39392.82,2,1,1,0
257,2024-09-07,32.0,13335.67,6,563.0,23437.52,12.48,48,Reforma,Sudeste,Hipotecada,39522.04,9,0,0,0
258,2024-07-16,41.0,14581.84,0,781.0,48221.23,27.26,48,Educação,Sudeste,Própria,19201.29,7,1,1,0
259,2022-05-08,35.0,13632.61,0,645.0,19656.51,21.36,48,Educação,Sudeste,Própria,57423.22,5,1,1,0
260,2022-01-18,22.0,6245.56,4,690.0,34508.72,22.98,48,Saúde,Sudeste,Alugada,29717.13,5,0,1,0
261,2023-07-20,22.0,17810.93,1,756.0,14491.95,19.03,24,Consolidação de dívidas,Sudeste,Hipotecada,27041.17,6,0,1,0
262,2023-07-24,35.0,20043.35,3,649.0,22884.99,21.65,36,Reforma,Sudeste,Alugada,19349.33,4,0,1,0
263,2023-11-17,29.0,26142.74,0,580.0,17435.1,30.69,36,Cartão de crédito,Nordeste,Alugada,33058.18,7,2,0,0
264,2023-09-18,31.0,33642.1,5,578.0,24734.87,15.36,48,Viagem,Sul,Alugada,40686.52,4,0,0,0
265,2024-05-03,,16406.24,3,618.0,30081.48,15.68,24,Reforma,Sul,Alugada,26680.93,5,0,1,0
266,2024-08-19,42.0,27058.48,5,673.0,39340.94,30.64,36,Consolidação de dívidas,Sudeste,Alugada,28918.97,4,1,1,0
267,2022-06-04,52.0,13481.18,1,680.0,21360.91,25.8,24,Automóvel,Sudeste,Alugada,4877.3,5,2,1,0
268,2023-05-05,33.0,6469.09,1,729.0,14399.38,16.97,48,Educação,Sudeste,Alugada,9927.13,7,0,1,0
269,2024-02-24,30.0,21602.04,8,542.0,11657.01,13.29,48,Viagem,Sudeste,Alugada,11111.82,3,2,0,0
270,2022-09-03,39.0,19336.73,6,665.0,48793.71,15.51,36,Cartão de crédito,Nordeste,Hipotecada,29448.26,8,0,1,0
271,2024-11-28,30.0,13363.91,4,,17184.53,30.2,48,Reforma,Sudeste,Própria,4627.17,7,0,1,0
272,2024-01-29,31.0,12950.1,4,690.0,35724.8,18.54,60,Viagem,Sul,Alugada,0.0,3,2,1,0
273,2023-06-22,34.0,16966.56,0,480.0,11209.84,24.32,60,Viagem,Sudeste,Hipotecada,0.0,8,0,0,0
274,2024-07-09,50.0,11284.85,9,623.0,63797.18,19.44,48,Cartão de crédito,Sul,Alugada,34589.48,2,0,1,0
275,2023-02-12,42.0,16666.04,7,706.0,124373.96,19.93,36,Consolidação de dívidas,Nordeste,Alugada,55167.66,6,1,1,0
276,2023-06-09,43.0,8424.53,4,593.0,32247.55,21.57,24,Educação,Sudeste,Alugada,42081.13,2,0,1,0
277,2024-04-07,50.0,8911.4,12,566.0,22944.47,17.28,36,Cartão de crédito,Sul,Alugada,5526.71,6,1,0,0
278,2024-06-21,44.0,6902.96,0,689.0,59357.48,16.47,48,Cartão de crédito,Sudeste,Alugada,9574.54,6,0,1,0
279,2022-02-05,25.0,41028.79,5,670.0,20479.14,27.49,48,Cartão de crédito,Sudeste,Própria,13662.61,6,1,1,0
280,2023-11-16,43.0,13856.93,16,666.0,27658.98,16.7,48,Viagem,Nordeste,Alugada,0.0,6,1,1,0
281,2022-01-20,45.0,24443.71,1,604.0,5875.79,21.15,24,Consolidação de dívidas,Sudeste,Hipotecada,21343.6,8,1,1,0
282,2022-11-17,41.0,7720.3,0,557.0,25786.78,24.46,36,Viagem,Sudeste,Própria,33197.65,6,0,0,0
283,2023-05-27,34.0,12199.58,6,716.0,50823.54,21.43,48,Automóvel,Nordeste,Alugada,7268.43,6,0,1,0
284,2023-02-04,40.0,17601.67,0,883.0,20885.64,22.57,36,Saúde,Nordeste,Outros,3445.38,5,1,1,0
285,2023-10-16,35.0,27879.06,10,536.0,21072.84,8.22,36,Reforma,Sul,Alugada,39013.25,6,0,0,0
286,2024-08-29,,9884.8,0,721.0,21162.3,19.41,36,Viagem,Sudeste,Alugada,8678.43,5,0,1,0
287,2023-04-16,29.0,10924.21,5,638.0,79184.7,25.73,48,Cartão de crédito,Nordeste,Própria,10747.98,6,2,1,0
288,2024-04-13,42.0,8991.4,2,672.0,30486.78,31.54,48,Automóvel,Sudeste,Alugada,0.0,6,0,1,0
289,2023-12-28,27.0,12577.86,1,645.0,27484.25,25.0,24,Cartão de crédito,Sudeste,Alugada,41542.5,4,0,1,0
290,2024-05-03,,8023.06,11,803.0,21533.95,19.56,36,Consolidação de dívidas,Sudeste,Hipotecada,48686.04,9,0,1,0
291,2022-02-20,42.0,6513.48,6,593.0,47359.23,21.53,48,Cartão de crédito,Sudeste,Própria,19114.56,8,0,1,0
292,2023-07-29,37.0,15204.39,2,,17272.0,22.37,60,Consolidação de dívidas,Sul,Própria,23821.3,9,1,1,0
293,2022-05-30,41.0,18681.67,1,655.0,53732.02,5.78,60,Saúde,Sudeste,Própria,33625.85,3,1,1,1
294,2022-11-10,,7558.88,6,689.0,25223.81,11.08,36,Automóvel,Sul,Própria,36879.14,6,0,1,0
295,2023-07-24,40.0,9535.28,9,743.0,51239.81,18.86,24,Viagem,Sudeste,Hipotecada,23550.6,6,0,1,0
296,2022-11-01,30.0,12708.5,6,684.0,21962.07,17.53,48,Saúde,Sudeste,Hipotecada,14434.43,2,2,1,0
297,2023-11-13,,31362.75,5,665.0,42194.94,15.75,36,Automóvel,Sudeste,Outros,22116.97,4,1,1,0
298,2024-04-17,31.0,3241.25,1,619.0,36200.96,20.33,36,Reforma,Sudeste,Própria,18024.51,5,0,1,0
299,2024-12-13,48.0,16688.68,9,685.0,26033.56,21.02,48,Reforma,Sudeste,Própria,29261.35,4,1,1,0
300,2024-09-29,32.0,18762.71,6,600.0,57116.53,8.8,36,Consolidação de dívidas,Sul,Outros,5504.35,7,0,1,0
301,2023-03-20,55.0,9357.48,3,664.0,54871.62,9.76,36,Saúde,Sul,Própria,46004.81,6,0,1,0
302,2023-09-05,18.0,11219.24,3,634.0,18871.51,15.51,48,Reforma,Sudeste,Alugada,60478.25,10,1,1,0
303,2024-09-19,22.0,15779.94,4,581.0,18136.44,21.38,48,Cartão de crédito,Nordeste,Alugada,11975.02,7,1,1,0
304,2022-09-21,47.0,-13163.23,8,759.0,23553.16,16.77,48,Reforma,Sudeste,Própria,10877.48,8,0,1,0
305,2024-12-12,50.0,31242.37,6,581.0,22838.91,14.75,60,Reforma,Sudeste,Hipotecada,9674.18,10,1,1,0
306,2024-09-30,28.0,14063.28,9,622.0,47652.73,26.58,24,Reforma,Sul,Hipotecada,16447.52,4,0,1,0
307,2022-01-05,36.0,20549.91,3,539.0,32768.86,22.0,48,Cartão de crédito,Sudeste,Alugada,56376.74,4,1,0,0
308,2024-02-13,42.0,16732.85,4,638.0,16404.22,16.95,24,Automóvel,Sudeste,Alugada,14636.04,8,1,1,0
309,2024-05-26,33.0,,9,680.0,16828.48,28.84,24,Reforma,Sudeste,Alugada,27302.98,8,3,1,0
310,2024-09-18,37.0,,1,586.0,28624.35,18.61,36,Reforma,Nordeste,Alugada,16554.87,5,1,1,0
311,2024-06-02,36.0,,2,522.0,43322.21,23.73,24,Educação,Centro-Oeste,Alugada,0.0,6,1,0,0
312,2022-02-16,22.0,12928.87,4,623.0,63619.27,12.23,36,Viagem,Nordeste,Própria,14993.79,8,1,1,0
313,2024-05-16,32.0,9338.37,12,639.0,29567.92,9.61,24,Viagem,Sudeste,Própria,24146.94,5,0,1,0
314,2024-04-02,36.0,21215.95,0,633.0,25125.9,13.16,48,Educação,Sudeste,Própria,52381.41,10,2,1,0
315,2024-07-24,36.0,4877.07,1,760.0,23786.96,21.22,36,Viagem,Sul,Hipotecada,0.0,6,0,1,0
316,2023-10-18,20.0,26199.02,1,673.0,18019.61,17.23,24,Automóvel,Sudeste,Alugada,41993.57,3,0,1,0
317,2022-09-26,42.0,4405.56,1,667.0,25776.23,16.97,48,Reforma,Sudeste,Hipotecada,29058.19,5,1,1,0
318,2023-01-05,37.0,12371.33,1,673.0,20582.13,19.41,36,Reforma,Norte,Própria,23166.07,4,0,1,0
319,2023-09-28,26.0,21387.91,4,672.0,21487.36,18.91,36,Automóvel,Sudeste,Alugada,6174.04,3,0,1,0
320,2023-10-19,52.0,7374.69,10,618.0,37312.77,25.38,36,Automóvel,Norte,Alugada,47060.9,7,2,1,0
321,2022-04-30,32.0,16512.45,5,584.0,12187.55,14.67,24,Consolidação de dívidas,Sudeste,Própria,30960.89,3,0,1,0
322,2024-04-10,33.0,15643.51,1,822.0,9376.79,9.47,36,Educação,Sudeste,Alugada,24130.44,8,1,1,0
323,2024-12-17,41.0,15729.86,9,639.0,15943.11,27.81,48,Consolidação de dívidas,Sudeste,Alugada,23067.28,14,0,1,0
324,2024-01-11,52.0,11222.2,4,651.0,41580.41,15.2,60,Viagem,Sul,Própria,41660.1,6,1,1,0
325,2022-04-27,42.0,10586.66,1,653.0,32616.64,25.23,48,Viagem,Sudeste,Própria,9466.98,5,0,1,1
326,2024-03-01,,6093.25,2,597.0,45134.57,20.42,24,Consolidação de dívidas,Sul,Hipotecada,50612.88,4,2,1,0
327,2024-10-09,26.0,12682.88,7,662.0,10854.86,26.82,36,Cartão de crédito,Centro-Oeste,Alugada,64413.91,6,1,1,0
328,2024-12-17,36.0,21136.47,6,560.0,35659.24,14.27,24,Consolidação de dívidas,Sul,Alugada,19405.6,8,1,0,0
329,2023-09-26,31.0,10635.47,4,700.0,12199.02,23.23,24,Automóvel,Sul,Hipotecada,48198.13,0,0,1,0
330,2023-05-28,42.0,10904.03,0,632.0,14843.26,16.32,36,Educação,Sudeste,Própria,14361.77,10,0,1,0
331,2024-03-12,43.0,,8,728.0,13181.86,13.99,36,Consolidação de dívidas,Centro-Oeste,Alugada,4491.43,5,0,1,0
332,2023-07-14,,12311.03,1,686.0,673982.5,28.09,48,Viagem,Sul,Outros,14405.09,7,0,1,0
333,2023-05-03,18.0,15931.92,7,677.0,115055.43,13.52,24,Saúde,Nordeste,Alugada,32285.83,5,1,1,0
334,2024-06-15,30.0,17463.34,5,594.0,36023.14,13.25,60,Cartão de crédito,Centro-Oeste,Alugada,20563.2,4,2,1,0
335,2023-12-05,47.0,12307.01,1,654.0,9735.83,11.29,48,Educação,Sudeste,Própria,32149.42,7,1,1,0
336,2023-08-04,,18781.51,1,702.0,11331.86,15.32,60,Consolidação de dívidas,Sul,Alugada,29560.11,7,1,1,1
337,2024-02-29,43.0,21910.05,0,658.0,28123.98,18.95,60,Automóvel,Nordeste,Hipotecada,17167.44,6,1,1,0
338,2024-05-10,46.0,20989.67,1,554.0,29510.02,17.02,48,Saúde,Nordeste,Própria,2787.35,7,1,0,0
339,2022-09-04,,22196.52,0,718.0,18962.23,20.33,36,Viagem,Sudeste,Alugada,24291.85,7,4,1,1
340,2022-06-03,,4715.65,4,702.0,68118.22,8.52,36,Saúde,Sudeste,Alugada,100.62,3,2,1,0
341,2024-09-23,34.0,7435.64,4,544.0,16489.56,17.77,36,Automóvel,Sudeste,Alugada,26118.05,2,0,0,0
342,2023-11-28,49.0,10329.52,4,658.0,44848.6,9.45,36,Consolidação de dívidas,Sudeste,Alugada,30889.74,5,1,1,0
343,2024-12-28,49.0,8973.42,5,707.0,42070.32,15.36,48,Automóvel,Sudeste,Própria,0.0,6,0,1,0
344,2024-12-06,37.0,9320.29,8,608.0,100889.72,16.57,48,Saúde,Norte,Própria,47704.9,5,0,1,1
345,2024-10-05,27.0,20843.18,12,557.0,103289.33,17.81,24,Cartão de crédito,Sul,Hipotecada,18778.82,4,0,0,0
346,2022-04-04,51.0,,1,574.0,39407.64,20.15,48,Saúde,Sudeste,Própria,34057.4,2,2,0,0
347,2024-08-15,43.0,,4,642.0,27442.89,10.43,24,Automóvel,Sudeste,Alugada,13133.89,4,1,1,1
348,2024-10-08,27.0,11934.86,0,715.0,32745.4,15.31,48,Consolidação de dívidas,Sudeste,Hipotecada,17544.84,2,1,1,0
349,2023-03-29,39.0,10937.27,0,573.0,37723.49,31.71,24,Cartão de crédito,Nordeste,Alugada,53795.42,8,2,0,0
350,2024-06-30,38.0,,5,574.0,9672.31,17.53,36,Viagem,Sul,Hipotecada,529.87,4,0,0,0
351,2022-08-06,30.0,26736.76,3,628.0,11801.83,16.84,36,Educação,Sudeste,Alugada,15700.52,2,0,1,0
352,2023-04-19,39.0,5529.7,7,698.0,45987.82,6.46,48,Consolidação de dívidas,Centro-Oeste,Hipotecada,25809.79,8,0,1,1
353,2023-03-08,45.0,25266.23,2,772.0,57045.97,19.0,24,Reforma,Centro-Oeste,Alugada,0.0,3,1,1,0
354,2022-12-07,33.0,,0,656.0,60964.01,8.47,60,Reforma,Sudeste,Própria,8193.65,9,2,1,0
355,2023-07-05,46.0,400451.1,10,602.0,23929.94,3.11,36,Consolidação de dívidas,Sul,Alugada,39546.52,6,1,1,0
356,2022-12-23,20.0,,0,594.0,32211.54,20.64,36,Consolidação de dívidas,Centro-Oeste,Alugada,1826.32,7,1,1,0
357,2022-01-23,55.0,10474.87,1,746.0,20909.2,20.61,36,Reforma,Sudeste,Hipotecada,27748.43,8,0,1,0
358,2023-06-06,,,1,561.0,73981.9,8.32,48,Educação,Nordeste,Própria,31029.51,9,0,0,1
359,2024-03-12,45.0,11797.84,26,663.0,21728.0,9.57,24,Viagem,Sudeste,Outros,34036.09,4,3,1,0
360,2024-02-01,37.0,10373.35,2,742.0,17498.43,13.31,24,Educação,Norte,Própria,5901.52,2,0,1,0
361,2023-03-18,28.0,12701.94,3,638.0,24641.35,29.65,36,Saúde,Nordeste,Alugada,27824.33,3,0,1,0
362,2024-02-08,35.0,7624.14,7,574.0,21694.22,19.68,60,Educação,Sudeste,Própria,3841.54,11,0,0,0
363,2024-10-12,18.0,12517.35,5,687.0,25861.2,21.46,24,Educação,Sul,Alugada,19607.76,5,1,1,0
364,2023-05-31,42.0,7309.22,9,657.0,44188.31,25.38,24,Automóvel,Norte,Própria,40568.39,6,0,1,0
365,2024-11-05,37.0,,3,682.0,28850.69,27.14,48,Educação,Sul,Própria,9650.07,6,0,1,0
366,2024-03-02,34.0,8758.98,17,690.0,19429.08,18.87,48,Automóvel,Sul,Alugada,34529.13,5,1,1,0
367,2022-12-02,,13708.23,7,686.0,18780.02,20.74,60,Saúde,Nordeste,Alugada,23578.54,6,0,1,0
368,2022-09-15,36.0,10697.65,2,670.0,20033.25,18.1,48,Reforma,Sul,Própria,38628.66,5,2,1,0
369,2023-05-12,41.0,16171.82,2,697.0,9232.53,6.15,36,Consolidação de dívidas,Sudeste,Hipotecada,0.0,10,2,1,1
370,2024-06-14,44.0,,13,744.0,44231.23,19.73,36,Consolidação de dívidas,Sudeste,Alugada,46168.53,2,1,1,0
371,2022-06-09,31.0,15417.36,5,595.0,37775.03,14.72,36,Cartão de crédito,Sudeste,Alugada,0.0,5,4,1,0
372,2024-05-01,28.0,9412.96,4,631.0,63378.59,0.44,60,Reforma,Sudeste,Outros,2873.66,2,0,1,0
373,2023-11-21,20.0,10081.11,7,705.0,33169.7,13.33,36,Viagem,Sudeste,Hipotecada,45567.85,7,1,1,0
374,2023-01-15,37.0,43475.38,4,644.0,11747.86,15.03,24,Saúde,Sudeste,Alugada,23629.43,17,1,1,0
375,2024-08-14,,,0,561.0,29247.82,23.49,36,Cartão de crédito,Sudeste,Própria,17011.35,4,1,0,0
376,2023-11-22,24.0,12101.33,1,673.0,29774.92,17.05,60,Reforma,Sudeste,Alugada,41939.94,3,0,1,0
377,2024-12-02,48.0,10025.83,4,615.0,40456.4,13.52,36,Saúde,Centro-Oeste,Própria,22671.13,7,1,1,0
378,2022-10-12,28.0,6506.32,0,798.0,72318.68,10.07,36,Saúde,Sudeste,Alugada,7137.39,7,1,1,0
379,2023-02-01,18.0,23484.99,2,719.0,13639.83,16.61,36,Automóvel,Sul,Hipotecada,47443.0,5,0,1,0
380,2022-01-12,49.0,9363.26,7,731.0,36746.14,18.86,24,Educação,Norte,Própria,29725.44,6,2,1,0
381,2023-05-14,18.0,22626.29,0,652.0,24524.22,21.31,48,Automóvel,Sul,Alugada,1959.84,7,1,1,0
382,2024-01-24,44.0,20205.95,0,671.0,110497.69,22.88,48,Automóvel,Sul,Própria,11124.64,10,0,1,0
383,2022-02-04,42.0,26275.73,9,626.0,43699.05,9.4,36,Reforma,Sul,Própria,6921.15,7,0,1,0
384,2023-12-28,38.0,19524.39,4,591.0,23281.59,19.47,60,Saúde,Sudeste,Própria,3691.66,3,0,1,0
385,2024-04-28,31.0,12029.04,0,586.0,56818.75,16.96,48,Consolidação de dívidas,Sudeste,Alugada,22555.39,5,0,1,0
386,2022-03-31,,13466.41,8,799.0,23502.46,16.42,48,Educação,Norte,Hipotecada,23625.34,2,0,1,0
387,2024-02-15,45.0,13524.63,5,677.0,39110.16,19.19,48,Saúde,Sudeste,Alugada,32631.12,7,0,1,0
388,2023-08-28,,11679.93,2,557.0,21756.19,28.23,48,Cartão de crédito,Nordeste,Alugada,35071.5,2,0,0,0
389,2024-08-27,44.0,5933.63,2,717.0,28030.73,16.2,36,Reforma,Sudeste,Própria,40219.58,6,3,1,0
390,2024-10-18,44.0,4548.24,0,833.0,54199.25,18.61,36,Automóvel,Sudeste,Própria,43342.66,6,1,1,1
391,2023-02-22,38.0,19524.29,9,542.0,21987.92,11.99,24,Educação,Sul,Hipotecada,33757.46,7,1,0,0
392,2022-04-25,31.0,12204.24,3,692.0,5067.03,11.35,36,Consolidação de dívidas,Nordeste,Própria,31413.33,8,0,1,0
393,2023-09-09,44.0,21590.74,4,571.0,17750.78,11.05,48,Viagem,Sul,Própria,42420.93,5,1,0,0
394,2024-04-05,40.0,11050.5,10,730.0,60823.37,8.4,60,Educação,Centro-Oeste,Alugada,32433.08,7,0,1,0
395,2023-02-17,26.0,13352.05,0,500.0,64334.54,13.95,36,Educação,Sul,Alugada,7850.23,9,3,0,0
396,2023-12-30,,21263.87,0,655.0,18143.73,28.57,48,Cartão de crédito,Centro-Oeste,Própria,0.0,5,0,1,0
397,2024-10-17,43.0,29076.02,0,681.0,11197.93,13.19,36,Automóvel,Sudeste,Própria,6537.67,7,0,1,0
398,2024-01-31,37.0,11406.18,0,553.0,20803.83,15.95,60,Educação,Sudeste,Hipotecada,30674.52,11,0,0,0
399,2023-11-07,45.0,8102.76,5,,45769.61,9.48,48,Saúde,Centro-Oeste,Própria,19495.46,6,0,1,0
400,2023-04-02,32.0,24501.85,5,617.0,23848.08,16.66,36,Viagem,Nordeste,Hipotecada,29086.75,4,0,1,0
401,2024-07-08,27.0,11573.31,1,770.0,9005.72,11.46,36,Viagem,Sudeste,Própria,20359.74,7,3,1,0
402,2022-07-11,55.0,10481.64,0,550.0,36753.56,15.92,36,Educação,Sudeste,Hipotecada,8451.69,8,0,0,0
403,2024-01-09,20.0,10939.15,0,713.0,47462.27,15.88,48,Viagem,Sul,Alugada,0.0,7,0,1,0
404,2024-09-04,31.0,,15,643.0,64253.83,17.28,48,Educação,Sudeste,Própria,3040.95,5,0,1,0
405,2024-10-05,38.0,19670.45,5,740.0,8656.87,24.64,60,Educação,Sudeste,Alugada,56451.77,9,1,1,0
406,2022-04-06,,6842.34,4,742.0,50499.42,28.7,48,Cartão de crédito,Sudeste,Hipotecada,42331.38,5,1,1,0
407,2023-10-25,41.0,14059.11,1,632.0,29806.2,28.64,36,Automóvel,Sul,Própria,11520.55,6,0,1,0
408,2022-02-06,56.0,,2,646.0,18711.66,18.65,48,Saúde,Sudeste,Alugada,15370.39,4,1,1,0
409,2022-10-06,,9904.33,0,713.0,10870.26,19.04,60,Viagem,Sudeste,Alugada,15960.57,6,1,1,0
410,2022-08-05,28.0,29541.94,31,686.0,9697.35,18.56,60,Reforma,Sudeste,Própria,44625.59,5,0,1,0
411,2024-05-16,34.0,20934.78,7,641.0,17632.52,22.61,48,Educação,Centro-Oeste,Própria,41362.45,9,1,1,0
412,2024-05-22,,10643.83,4,591.0,17182.32,13.86,36,Automóvel,Sudeste,Própria,42346.84,7,2,1,0
413,2022-03-03,35.0,12669.17,4,675.0,25375.5,11.89,48,Cartão de crédito,Sul,Alugada,6767.21,4,2,1,0
414,2023-08-19,27.0,20892.49,3,572.0,60741.99,5.97,36,Saúde,Sudeste,Hipotecada,57143.06,4,2,0,1
415,2023-12-30,43.0,13905.14,1,695.0,25882.12,23.35,36,Automóvel,Sudeste,Alugada,19768.75,8,0,1,0
416,2023-02-01,39.0,26924.42,1,727.0,11519.99,19.34,24,Educação,Sudeste,Própria,40077.73,6,0,1,0
417,2023-11-30,,17731.62,3,592.0,15365.32,13.07,36,Automóvel,Sudeste,Alugada,30259.31,10,1,1,0
418,2024-11-08,44.0,15160.39,0,,32348.25,27.63,36,Cartão de crédito,Sudeste,Hipotecada,0.0,3,1,1,0
419,2022-06-26,28.0,15095.29,0,605.0,17785.46,14.03,48,Reforma,Sul,Alugada,15729.88,10,3,1,0
420,2023-01-31,25.0,64501.79,4,723.0,25234.34,27.05,36,Cartão de crédito,Sudeste,Própria,24275.32,11,0,1,0
421,2023-03-21,36.0,8028.62,12,653.0,50735.97,12.77,36,Viagem,Sudeste,Própria,10160.06,8,1,1,0
422,2022-03-17,20.0,7729.36,12,624.0,38458.64,19.09,48,Viagem,Sudeste,Própria,0.0,9,1,1,0
423,2022-09-22,41.0,11840.47,0,695.0,19893.99,20.64,48,Reforma,Norte,Própria,16732.06,3,0,1,0
424,2023-03-31,18.0,26966.33,0,616.0,15679.27,14.81,36,Educação,Sul,Alugada,48536.5,5,1,1,0
425,2023-12-19,26.0,3897.37,4,635.0,79470.41,10.25,24,Saúde,Nordeste,Outros,34933.34,12,0,1,0
426,2024-01-05,50.0,5156.72,9,571.0,18301.81,18.19,36,Viagem,Sudeste,Hipotecada,15007.71,5,1,0,0
427,2024-04-30,29.0,10939.51,15,708.0,100231.69,13.34,48,Cartão de crédito,Nordeste,Alugada,28951.14,5,0,1,1
428,2022-05-24,31.0,38564.21,9,573.0,65552.17,8.5,24,Saúde,Sul,Hipotecada,490.39,4,1,0,0
429,2024-06-03,47.0,13530.75,5,750.0,25608.79,7.11,24,Cartão de crédito,Sudeste,Alugada,24580.1,8,1,1,0
430,2024-12-28,28.0,7471.05,1,,13753.97,19.12,48,Saúde,Sul,Hipotecada,0.0,1,0,1,0
